timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1486772851004,26,-446,-9.799804687500001E-5,56,54,0,135055,214866,477,75965,1076,16776484,1463,257028,Tag0,unknown
1486772851014,26,-88,-1.93359375E-5,56,54,0,135055,214866,477,75965,1076,16776484,1463,257028,Tag0,unknown
1486772851034,26,-362,-7.954101562500001E-5,56,54,0,135055,214866,477,75965,1076,16776484,1463,257028,Tag0,unknown
1486772851054,26,-554,-1.2172851562500001E-4,56,54,0,135055,214866,477,75965,1076,16776484,1463,257028,Tag0,unknown
1486772851084,26,370,8.1298828125E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851094,26,-633,-1.3908691406250002E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851109,26,-36,-7.91015625E-6,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851119,26,306,6.723632812500001E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851146,26,37,8.1298828125E-6,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851156,26,344,7.558593750000001E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851174,26,163,3.5815429687500006E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851185,26,-535,-1.175537109375E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851195,26,533,1.171142578125E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851221,26,-220,-4.833984375E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851245,26,50,1.0986328125E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851255,26,-72,-1.58203125E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851265,26,228,5.0097656250000005E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851275,26,-455,-9.99755859375E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851285,26,-531,-1.1667480468750001E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851296,26,-472,-1.037109375E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851309,26,-564,-1.2392578125E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851319,26,-54,-1.1865234375000001E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851334,26,-428,-9.404296875E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851354,26,-631,-1.386474609375E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851375,26,-425,-9.33837890625E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851387,26,-477,-1.048095703125E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851397,26,-298,-6.5478515625E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851413,26,-569,-1.250244140625E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851423,26,-483,-1.061279296875E-4,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851433,26,69,1.51611328125E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851452,26,-203,-4.460449218750001E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851472,26,-162,-3.5595703125E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851490,26,-290,-6.3720703125E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
1486772851505,26,-414,-9.096679687500001E-5,56,54,0,1077660,1122562,19671,411938,6598,165298,5831,1234411,Tag0,unknown
